OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/06/25 00:00:00','BM92177930',0,'PayType','','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177930',0,'InvPayType','1','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177930',0,'InvAmt','500','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177930',0,'BottomLine1','現金500','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177930',0,'BottomLine2','收:500, 找零:0','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177930',0,'Random','1682','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177930',1,'','精緻自助餐(大人):2:250: :500','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177930',0,'InvPreTaxAmt','500','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177930',0,'NTAmt','0','','003','市集','2026/06/25 11:31:06'
'2026/06/25 00:00:00','BM92177931',0,'PayType','','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177931',0,'InvPayType','1','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177931',0,'InvAmt','450','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177931',0,'BottomLine1','現金450','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177931',0,'BottomLine2','收:500, 找零:50','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177931',0,'Random','9572','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177931',1,'','精緻自助餐(大人)(九折):2:225: :450','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177931',0,'InvPreTaxAmt','450','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177931',0,'NTAmt','0','','003','市集','2026/06/25 11:33:11'
'2026/06/25 00:00:00','BM92177932',0,'PayType','8','','003','市集','2026/06/25 11:56:17'
'2026/06/25 00:00:00','BM92177932',0,'InvPayType','5','','003','市集','2026/06/25 11:56:17'
'2026/06/25 00:00:00','BM92177932',0,'InvAmt','360','','003','市集','2026/06/25 11:56:17'
'2026/06/25 00:00:00','BM92177932',0,'BottomLine1','電子支付360','','003','市集','2026/06/25 11:56:17'
'2026/06/25 00:00:00','BM92177932',0,'Random','4817','','003','市集','2026/06/25 11:56:17'
'2026/06/25 00:00:00','BM92177932',1,'','便當:3:120: :360','','003','市集','2026/06/25 11:56:17'
'2026/06/25 00:00:00','BM92177932',0,'InvPreTaxAmt','360','','003','市集','2026/06/25 11:56:17'
'2026/06/25 00:00:00','BM92177932',0,'NTAmt','0','','003','市集','2026/06/25 11:56:17'
'2026/06/25 00:00:00','BM92177933',0,'PayType','','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177933',0,'InvPayType','1','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177933',0,'InvAmt','200','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177933',0,'BottomLine1','現金200','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177933',0,'BottomLine2','收:200, 找零:0','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177933',0,'Random','9401','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177933',1,'','精緻自助餐(大人)(員工價):1:200: :200','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177933',0,'InvPreTaxAmt','200','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177933',0,'NTAmt','0','','003','市集','2026/06/25 11:59:16'
'2026/06/25 00:00:00','BM92177934',0,'BNO','37654972','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',0,'PayType','4','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',0,'InvPayType','5','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',0,'InvAmt','198','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',0,'BottomLine1','機關簽帳198','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',0,'Random','6687','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',1,'','120元餅乾(60%):1:68.5714: :72','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',2,'','70元餅乾(60%):3:40: :126','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',0,'InvPreTaxAmt','189','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177934',0,'NTAmt','0','','003','市集','2026/06/25 12:07:06'
'2026/06/25 00:00:00','BM92177935',0,'CarrierCode','/Y2TJCXD','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'CarrierType','0','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'PayType','','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'InvPayType','1','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'InvAmt','500','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'BottomLine1','現金500','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'BottomLine2','收:500, 找零:0','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'Random','2529','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',1,'','精緻自助餐(大人):2:250: :500','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'InvPreTaxAmt','500','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177935',0,'NTAmt','0','','003','市集','2026/06/25 12:10:16'
'2026/06/25 00:00:00','BM92177936',0,'PayType','','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177936',0,'InvPayType','1','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177936',0,'InvAmt','4275','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177936',0,'BottomLine1','現金4275','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177936',0,'BottomLine2','收:5,000, 找零:725','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177936',0,'Random','1937','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177936',1,'','餐券(九折):1:4275: :4275','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177936',0,'InvPreTaxAmt','4275','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177936',0,'NTAmt','0','','003','市集','2026/06/25 12:27:18'
'2026/06/25 00:00:00','BM92177937',0,'BNO','20903104','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',0,'PayType','3','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',0,'InvPayType','5','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',0,'InvAmt','1270','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',0,'BottomLine1','宅配匯款1270','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',0,'Random','4443','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',1,'','黑芝麻醬-3入:2:523.8095: :1100','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',2,'','宅配費(150):1:161.9048: :170','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',0,'InvPreTaxAmt','1210','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177937',0,'NTAmt','0','','003','市集','2026/06/25 13:56:31'
'2026/06/25 00:00:00','BM92177938',0,'PayType','','','003','市集','2026/06/25 14:14:04'
'2026/06/25 00:00:00','BM92177938',0,'InvPayType','1','','003','市集','2026/06/25 14:14:04'
'2026/06/25 00:00:00','BM92177938',0,'InvAmt','32','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177938',0,'BottomLine1','現金32','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177938',0,'BottomLine2','收:32, 找零:0','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177938',0,'Random','9956','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177938',1,'','150元麵包(員工價):1:120: :120','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177938',2,'','70元餅乾(員工價):2:56: :112','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177938',3,'','應稅折扣:1:-200::-200','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177938',0,'InvPreTaxAmt','32','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177938',0,'NTAmt','0','','003','市集','2026/06/25 14:14:05'
'2026/06/25 00:00:00','BM92177939',0,'PayType','','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',0,'InvPayType','1','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',0,'InvAmt','600','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',0,'BottomLine1','現金600','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',0,'BottomLine2','收:600, 找零:0','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',0,'Random','2536','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',1,'','200元麵包:1:200: :200','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',2,'','好體力茶:1:200: :200','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',3,'','舒康茶:1:200: :200','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',0,'InvPreTaxAmt','600','','003','市集','2026/06/25 14:15:11'
'2026/06/25 00:00:00','BM92177939',0,'NTAmt','0','','003','市集','2026/06/25 14:15:11'
