OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/06/18 00:00:00','BM92177895',0,'PayType','1','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',0,'InvPayType','3','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',0,'InvAmt','6920','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',0,'BottomLine1','信用卡6920','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',0,'Random','1883','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',1,'','土鳳梨酥(10入)(員工價):9:360: :3240','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',2,'','黑芝麻醬-3入(員工價):3:480: :1440','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',3,'','鹹檸檬醬(員工價):7:320: :2240','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',0,'InvPreTaxAmt','6920','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177895',0,'NTAmt','0','','003','市集','2026/06/18 12:05:17'
'2026/06/18 00:00:00','BM92177896',0,'PayType','1','','003','市集','2026/06/18 12:06:29'
'2026/06/18 00:00:00','BM92177896',0,'InvPayType','3','','003','市集','2026/06/18 12:06:29'
'2026/06/18 00:00:00','BM92177896',0,'InvAmt','1480','','003','市集','2026/06/18 12:06:30'
'2026/06/18 00:00:00','BM92177896',0,'BottomLine1','信用卡1480','','003','市集','2026/06/18 12:06:30'
'2026/06/18 00:00:00','BM92177896',0,'Random','0555','','003','市集','2026/06/18 12:06:30'
'2026/06/18 00:00:00','BM92177896',1,'','精緻自助餐(大人)(員工價):1:200: :200','','003','市集','2026/06/18 12:06:30'
'2026/06/18 00:00:00','BM92177896',2,'','鹹檸檬醬(員工價):4:320: :1280','','003','市集','2026/06/18 12:06:30'
'2026/06/18 00:00:00','BM92177896',0,'InvPreTaxAmt','1480','','003','市集','2026/06/18 12:06:30'
'2026/06/18 00:00:00','BM92177896',0,'NTAmt','0','','003','市集','2026/06/18 12:06:30'
'2026/06/18 00:00:00','BM92177897',0,'PayType','','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177897',0,'InvPayType','1','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177897',0,'InvAmt','120','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177897',0,'BottomLine1','現金120','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177897',0,'BottomLine2','收:1,000, 找零:880','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177897',0,'Random','7176','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177897',1,'','150元麵包(員工價):1:120: :120','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177897',0,'InvPreTaxAmt','120','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177897',0,'NTAmt','0','','003','市集','2026/06/18 12:10:01'
'2026/06/18 00:00:00','BM92177898',0,'PayType','1','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177898',0,'InvPayType','3','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177898',0,'InvAmt','1480','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177898',0,'BottomLine1','信用卡1480','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177898',0,'Random','8594','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177898',1,'','精緻自助餐(大人)(員工價):1:200: :200','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177898',2,'','鹹檸檬醬(員工價):4:320: :1280','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177898',0,'InvPreTaxAmt','1480','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177898',0,'NTAmt','0','','003','市集','2026/06/18 12:11:45'
'2026/06/18 00:00:00','BM92177899',0,'PayType','','','003','市集','2026/06/18 13:25:07'
'2026/06/18 00:00:00','BM92177899',0,'InvPayType','1','','003','市集','2026/06/18 13:25:07'
'2026/06/18 00:00:00','BM92177899',0,'InvAmt','210','','003','市集','2026/06/18 13:25:07'
'2026/06/18 00:00:00','BM92177899',0,'BottomLine1','現金210','','003','市集','2026/06/18 13:25:07'
'2026/06/18 00:00:00','BM92177899',0,'BottomLine2','收:210, 找零:0','','003','市集','2026/06/18 13:25:07'
'2026/06/18 00:00:00','BM92177899',0,'Random','7741','','003','市集','2026/06/18 13:25:07'
'2026/06/18 00:00:00','BM92177899',1,'','巧克力手工餅乾:3:70: :210','','003','市集','2026/06/18 13:25:07'
'2026/06/18 00:00:00','BM92177899',0,'InvPreTaxAmt','210','','003','市集','2026/06/18 13:25:07'
'2026/06/18 00:00:00','BM92177899',0,'NTAmt','0','','003','市集','2026/06/18 13:25:07'
