OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/06/26 00:00:00','BM92177940',0,'CarrierCode','/XESNP9U','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',0,'CarrierType','0','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',0,'PayType','1','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',0,'InvPayType','3','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',0,'InvAmt','680','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',0,'BottomLine1','信用卡680','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',0,'Random','9215','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',1,'','精緻自助餐(大人):2:250: :500','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',2,'','精緻自助餐(小孩):1:180: :180','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',0,'InvPreTaxAmt','680','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177940',0,'NTAmt','0','','003','市集','2026/06/26 11:49:05'
'2026/06/26 00:00:00','BM92177941',0,'CarrierCode','/JLL6AMZ','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',0,'CarrierType','0','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',0,'PayType','8','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',0,'InvPayType','5','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',0,'InvAmt','200','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',0,'BottomLine1','電子支付200','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',0,'Random','3876','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',1,'','豆漿(員工價):5:40: :200','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',0,'InvPreTaxAmt','200','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177941',0,'NTAmt','0','','003','市集','2026/06/26 11:51:53'
'2026/06/26 00:00:00','BM92177942',0,'BNO','13995873','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177942',0,'PayType','1','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177942',0,'InvPayType','3','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177942',0,'InvAmt','750','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177942',0,'BottomLine1','信用卡750','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177942',0,'Random','3670','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177942',1,'','精緻自助餐(大人):3:238.0952: :750','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177942',0,'InvPreTaxAmt','714','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177942',0,'NTAmt','0','','003','市集','2026/06/26 12:22:40'
'2026/06/26 00:00:00','BM92177943',0,'PayType','','','003','市集','2026/06/26 12:26:57'
'2026/06/26 00:00:00','BM92177943',0,'InvPayType','1','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',0,'InvAmt','140','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',0,'BottomLine1','現金140','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',0,'BottomLine2','收:140, 找零:0','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',0,'Random','0578','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',1,'','小烏龍吐司:1:90: :90','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',2,'','核桃乳酪餐包:1:160: :160','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',3,'','黑橄欖乳酪:1:90: :90','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',4,'','應稅折扣:1:-200::-200','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',0,'InvPreTaxAmt','140','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177943',0,'NTAmt','0','','003','市集','2026/06/26 12:26:58'
'2026/06/26 00:00:00','BM92177944',0,'PayType','','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',0,'InvPayType','1','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',0,'InvAmt','32','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',0,'BottomLine1','現金32','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',0,'BottomLine2','收:32, 找零:0','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',0,'Random','8264','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',1,'','150元麵包(員工價):2:120: :240','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',2,'','瑪芬(6入/盒)(員工價):1:192: :192','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',3,'','應稅折扣:1:-400::-400','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',0,'InvPreTaxAmt','32','','003','市集','2026/06/26 12:37:08'
'2026/06/26 00:00:00','BM92177944',0,'NTAmt','0','','003','市集','2026/06/26 12:37:08'
