OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/06/27 00:00:00','BM92177949',0,'PayType','','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',0,'InvPayType','1','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',0,'InvAmt','60','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',0,'BottomLine1','現金60','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',0,'BottomLine2','收:60, 找零:0','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',0,'Random','2204','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',1,'','核桃乳酪餐包:1:160: :160','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',2,'','葡萄核桃餐包:1:100: :100','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',3,'','應稅折扣:1:-200::-200','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',0,'InvPreTaxAmt','60','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177949',0,'NTAmt','0','','003','市集','2026/06/27 08:26:30'
'2026/06/27 00:00:00','BM92177950',0,'PayType','','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177950',0,'InvPayType','1','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177950',0,'InvAmt','50','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177950',0,'BottomLine1','現金50','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177950',0,'BottomLine2','收:50, 找零:0','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177950',0,'Random','0202','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177950',1,'','食材:1:50: :50','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177950',0,'InvPreTaxAmt','50','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177950',0,'NTAmt','0','','003','市集','2026/06/27 09:08:48'
'2026/06/27 00:00:00','BM92177951',0,'CarrierCode','/VEECMEX','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',0,'CarrierType','0','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',0,'PayType','8','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',0,'InvPayType','5','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',0,'InvAmt','880','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',0,'BottomLine1','電子支付880','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',0,'Random','0440','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',1,'','精緻自助餐(大人):2:250: :500','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',2,'','精緻自助餐(小孩):1:180: :180','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',3,'','黑芝麻醬:1:200: :200','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',0,'InvPreTaxAmt','880','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177951',0,'NTAmt','0','','003','市集','2026/06/27 11:33:29'
'2026/06/27 00:00:00','BM92177952',0,'PayType','','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177952',0,'InvPayType','1','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177952',0,'InvAmt','250','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177952',0,'BottomLine1','現金250','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177952',0,'BottomLine2','收:300, 找零:50','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177952',0,'Random','4715','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177952',1,'','精緻自助餐(大人):1:250: :250','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177952',0,'InvPreTaxAmt','250','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177952',0,'NTAmt','0','','003','市集','2026/06/27 11:34:12'
'2026/06/27 00:00:00','BM92177953',0,'CarrierCode','/IYK9+ZP','','003','市集','2026/06/27 11:37:20'
'2026/06/27 00:00:00','BM92177953',0,'CarrierType','0','','003','市集','2026/06/27 11:37:20'
'2026/06/27 00:00:00','BM92177953',0,'PayType','','','003','市集','2026/06/27 11:37:20'
'2026/06/27 00:00:00','BM92177953',0,'InvPayType','1','','003','市集','2026/06/27 11:37:20'
'2026/06/27 00:00:00','BM92177953',0,'InvAmt','450','','003','市集','2026/06/27 11:37:20'
'2026/06/27 00:00:00','BM92177953',0,'BottomLine1','現金450','','003','市集','2026/06/27 11:37:20'
