OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/06/22 00:00:00','BM92177900',0,'CarrierCode','/VFYU737','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',0,'CarrierType','0','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',0,'PayType','8','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',0,'InvPayType','5','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',0,'InvAmt','500','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',0,'BottomLine1','電子支付500','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',0,'Random','5388','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',1,'','精緻自助餐(大人):2:250: :500','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',0,'InvPreTaxAmt','500','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177900',0,'NTAmt','0','','003','市集','2026/06/22 11:34:31'
'2026/06/22 00:00:00','BM92177901',0,'PayType','','','003','市集','2026/06/22 11:40:35'
'2026/06/22 00:00:00','BM92177901',0,'InvPayType','1','','003','市集','2026/06/22 11:40:35'
'2026/06/22 00:00:00','BM92177901',0,'InvAmt','750','','003','市集','2026/06/22 11:40:35'
'2026/06/22 00:00:00','BM92177901',0,'BottomLine1','現金750','','003','市集','2026/06/22 11:40:35'
'2026/06/22 00:00:00','BM92177901',0,'BottomLine2','收:800, 找零:50','','003','市集','2026/06/22 11:40:35'
'2026/06/22 00:00:00','BM92177901',0,'Random','1441','','003','市集','2026/06/22 11:40:35'
'2026/06/22 00:00:00','BM92177901',1,'','精緻自助餐(大人):3:250: :750','','003','市集','2026/06/22 11:40:35'
'2026/06/22 00:00:00','BM92177901',0,'InvPreTaxAmt','750','','003','市集','2026/06/22 11:40:35'
'2026/06/22 00:00:00','BM92177901',0,'NTAmt','0','','003','市集','2026/06/22 11:40:35'
