OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/05/20 00:00:00','BM92176027',0,'BNO','93502507','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',0,'PayType','','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',0,'InvPayType','1','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',0,'InvAmt','4000','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',0,'BottomLine1','現金4000','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',0,'BottomLine2','收:4,000, 找零:0','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',0,'Random','8433','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',1,'','便當:20:190.4762: :4000','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',0,'InvPreTaxAmt','3810','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176027',0,'NTAmt','0','','002','002','2026/05/20 11:18:05'
'2026/05/20 00:00:00','BM92176028',0,'PayType','','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176028',0,'InvPayType','1','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176028',0,'InvAmt','450','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176028',0,'BottomLine1','現金450','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176028',0,'BottomLine2','收:450, 找零:0','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176028',0,'Random','0550','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176028',1,'','精緻自助餐(大人)(九折):2:225: :450','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176028',0,'InvPreTaxAmt','450','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176028',0,'NTAmt','0','','002','002','2026/05/20 11:29:42'
'2026/05/20 00:00:00','BM92176029',0,'PayType','','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',0,'InvPayType','1','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',0,'InvAmt','80','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',0,'BottomLine1','現金80','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',0,'BottomLine2','收:80, 找零:0','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',0,'Random','0798','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',1,'','條狀蛋糕(員工價):1:280: :280','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',2,'','應稅折扣:1:-200::-200','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',0,'InvPreTaxAmt','80','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176029',0,'NTAmt','0','','002','002','2026/05/20 11:33:30'
'2026/05/20 00:00:00','BM92176030',0,'PayType','','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',0,'InvPayType','1','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',0,'InvAmt','450','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',0,'BottomLine1','現金450','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',0,'BottomLine2','收:1,000, 找零:550','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',0,'Random','8756','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',1,'','250元麵包:1:250: :250','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',2,'','黑芝麻醬:1:200: :200','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',0,'InvPreTaxAmt','450','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176030',0,'NTAmt','0','','002','002','2026/05/20 11:46:04'
'2026/05/20 00:00:00','BM92176031',0,'CarrierCode','/ECA120S','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'CarrierType','0','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'PayType','','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'InvPayType','1','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'InvAmt','220','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'BottomLine1','現金220','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'BottomLine2','收:500, 找零:280','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'Random','7948','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',1,'','150元麵包:1:150: :150','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',2,'','70元餅乾:1:70: :70','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'InvPreTaxAmt','220','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176031',0,'NTAmt','0','','002','002','2026/05/20 11:47:25'
'2026/05/20 00:00:00','BM92176032',0,'CarrierCode','/ZRZSAKS','','002','002','2026/05/20 11:48:18'
'2026/05/20 00:00:00','BM92176032',0,'CarrierType','0','','002','002','2026/05/20 11:48:18'
