OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/06/23 00:00:00','BM92177902',0,'PayType','','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177902',0,'InvPayType','1','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177902',0,'InvAmt','200','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177902',0,'BottomLine1','現金200','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177902',0,'BottomLine2','收:200, 找零:0','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177902',0,'Random','6608','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177902',1,'','精緻自助餐(大人)(員工價):1:200: :200','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177902',0,'InvPreTaxAmt','200','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177902',0,'NTAmt','0','','003','市集','2026/06/23 11:30:17'
'2026/06/23 00:00:00','BM92177903',0,'PayType','8','','003','市集','2026/06/23 11:31:55'
'2026/06/23 00:00:00','BM92177903',0,'InvPayType','5','','003','市集','2026/06/23 11:31:55'
'2026/06/23 00:00:00','BM92177903',0,'InvAmt','1000','','003','市集','2026/06/23 11:31:55'
'2026/06/23 00:00:00','BM92177903',0,'BottomLine1','電子支付1000','','003','市集','2026/06/23 11:31:55'
'2026/06/23 00:00:00','BM92177903',0,'Random','3817','','003','市集','2026/06/23 11:31:55'
'2026/06/23 00:00:00','BM92177903',1,'','精緻自助餐(大人):4:250: :1000','','003','市集','2026/06/23 11:31:55'
'2026/06/23 00:00:00','BM92177903',0,'InvPreTaxAmt','1000','','003','市集','2026/06/23 11:31:55'
'2026/06/23 00:00:00','BM92177903',0,'NTAmt','0','','003','市集','2026/06/23 11:31:55'
'2026/06/23 00:00:00','BM92177904',0,'PayType','','','003','市集','2026/06/23 11:33:21'
'2026/06/23 00:00:00','BM92177904',0,'InvPayType','1','','003','市集','2026/06/23 11:33:21'
'2026/06/23 00:00:00','BM92177904',0,'InvAmt','500','','003','市集','2026/06/23 11:33:21'
'2026/06/23 00:00:00','BM92177904',0,'BottomLine1','現金500','','003','市集','2026/06/23 11:33:21'
'2026/06/23 00:00:00','BM92177904',0,'BottomLine2','收:1,000, 找零:500','','003','市集','2026/06/23 11:33:21'
'2026/06/23 00:00:00','BM92177904',0,'Random','4819','','003','市集','2026/06/23 11:33:21'
'2026/06/23 00:00:00','BM92177904',1,'','精緻自助餐(大人):2:250: :500','','003','市集','2026/06/23 11:33:21'
'2026/06/23 00:00:00','BM92177904',0,'InvPreTaxAmt','500','','003','市集','2026/06/23 11:33:21'
'2026/06/23 00:00:00','BM92177904',0,'NTAmt','0','','003','市集','2026/06/23 11:33:21'
