OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/06/24 00:00:00','BM92177919',0,'PayType','','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177919',0,'InvPayType','1','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177919',0,'InvAmt','120','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177919',0,'BottomLine1','現金120','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177919',0,'BottomLine2','收:120, 找零:0','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177919',0,'Random','5657','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177919',1,'','150元麵包(員工價):1:120: :120','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177919',0,'InvPreTaxAmt','120','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177919',0,'NTAmt','0','','003','市集','2026/06/24 07:57:39'
'2026/06/24 00:00:00','BM92177920',0,'PayType','1','','003','市集','2026/06/24 11:38:07'
'2026/06/24 00:00:00','BM92177920',0,'InvPayType','3','','003','市集','2026/06/24 11:38:07'
'2026/06/24 00:00:00','BM92177920',0,'InvAmt','250','','003','市集','2026/06/24 11:38:07'
'2026/06/24 00:00:00','BM92177920',0,'BottomLine1','信用卡250','','003','市集','2026/06/24 11:38:07'
'2026/06/24 00:00:00','BM92177920',0,'Random','8843','','003','市集','2026/06/24 11:38:07'
'2026/06/24 00:00:00','BM92177920',1,'','精緻自助餐(大人):1:250: :250','','003','市集','2026/06/24 11:38:07'
'2026/06/24 00:00:00','BM92177920',0,'InvPreTaxAmt','250','','003','市集','2026/06/24 11:38:07'
'2026/06/24 00:00:00','BM92177920',0,'NTAmt','0','','003','市集','2026/06/24 11:38:07'
'2026/06/24 00:00:00','BM92177921',0,'PayType','','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177921',0,'InvPayType','1','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177921',0,'InvAmt','120','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177921',0,'BottomLine1','現金120','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177921',0,'BottomLine2','收:1,000, 找零:880','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177921',0,'Random','1181','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177921',1,'','便當:1:120: :120','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177921',0,'InvPreTaxAmt','120','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177921',0,'NTAmt','0','','003','市集','2026/06/24 11:55:14'
'2026/06/24 00:00:00','BM92177922',0,'PayType','','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177922',0,'InvPayType','1','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177922',0,'InvAmt','500','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177922',0,'BottomLine1','現金500','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177922',0,'BottomLine2','收:500, 找零:0','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177922',0,'Random','7895','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177922',1,'','精緻自助餐(大人):2:250: :500','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177922',0,'InvPreTaxAmt','500','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177922',0,'NTAmt','0','','003','市集','2026/06/24 12:06:22'
'2026/06/24 00:00:00','BM92177923',0,'PayType','','','003','市集','2026/06/24 12:36:18'
'2026/06/24 00:00:00','BM92177923',0,'InvPayType','1','','003','市集','2026/06/24 12:36:18'
'2026/06/24 00:00:00','BM92177923',0,'InvAmt','250','','003','市集','2026/06/24 12:36:18'
