OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/06/03 00:00:00','BM92177850',0,'CarrierCode','/J762H9H','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'CarrierType','0','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'CheckNo','260603P30001','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'PayType','1','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'InvPayType','3','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'InvAmt','800','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'BottomLine1','信用卡800','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'Random','8134','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',1,'','成人肌力班(時價)(時價):1:800: :800','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'InvPreTaxAmt','800','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177850',0,'NTAmt','0','','003','市集','2026/06/03 12:22:58'
'2026/06/03 00:00:00','BM92177851',0,'BNO','24867896','','003','市集','2026/06/03 17:16:56'
'2026/06/03 00:00:00','BM92177851',0,'CheckNo','260603P30002','','003','市集','2026/06/03 17:16:56'
'2026/06/03 00:00:00','BM92177851',0,'PayType','','','003','市集','2026/06/03 17:16:56'
'2026/06/03 00:00:00','BM92177851',0,'InvPayType','1','','003','市集','2026/06/03 17:16:56'
'2026/06/03 00:00:00','BM92177851',0,'InvAmt','400','','003','市集','2026/06/03 17:16:56'
'2026/06/03 00:00:00','BM92177851',0,'BottomLine1','現金400','','003','市集','2026/06/03 17:16:56'
'2026/06/03 00:00:00','BM92177851',0,'BottomLine2','現收:400, 找零:0','','003','市集','2026/06/03 17:16:56'
'2026/06/03 00:00:00','BM92177851',0,'Random','6810','','003','市集','2026/06/03 17:16:56'
'2026/06/03 00:00:00','BM92177851',1,'','鹽滷5小包:8:47.619: :400','','003','市集','2026/06/03 17:16:56'
