OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/02/06 00:00:00','XG19574240',0,'CarrierCode','/QIJ7PVR','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',0,'CarrierType','0','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',0,'PayType','3','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',0,'InvPayType','5','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',0,'InvAmt','5013','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',0,'BottomLine1','宅配匯款5013','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',0,'Random','4549','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',1,'','合力居-其他:1:513: :513','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',2,'','場租-單:1:4500: :4500','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',0,'InvPreTaxAmt','5013','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574240',0,'NTAmt','0','','002','002','2026/02/06 10:13:57'
'2026/02/06 00:00:00','XG19574241',0,'PayType','1','','002','002','2026/02/06 11:38:02'
'2026/02/06 00:00:00','XG19574241',0,'InvPayType','3','','002','002','2026/02/06 11:38:02'
'2026/02/06 00:00:00','XG19574241',0,'InvAmt','225','','002','002','2026/02/06 11:38:02'
'2026/02/06 00:00:00','XG19574241',0,'BottomLine1','信用卡225','','002','002','2026/02/06 11:38:02'
'2026/02/06 00:00:00','XG19574241',0,'Random','6535','','002','002','2026/02/06 11:38:02'
'2026/02/06 00:00:00','XG19574241',1,'','精緻自助餐(大人)(九折):1:225: :225','','002','002','2026/02/06 11:38:02'
'2026/02/06 00:00:00','XG19574241',0,'InvPreTaxAmt','225','','002','002','2026/02/06 11:38:02'
'2026/02/06 00:00:00','XG19574241',0,'NTAmt','0','','002','002','2026/02/06 11:38:02'
'2026/02/06 00:00:00','XG19574242',0,'CarrierCode','/CI3JTS2','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'CarrierType','0','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'PayType','','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'InvPayType','1','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'InvAmt','150','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'BottomLine1','現金150','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'BottomLine2','收:150, 找零:0','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'Random','9610','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',1,'','便當:1:150: :150','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'InvPreTaxAmt','150','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574242',0,'NTAmt','0','','002','002','2026/02/06 11:50:38'
'2026/02/06 00:00:00','XG19574243',0,'PayType','','','002','002','2026/02/06 12:03:27'
'2026/02/06 00:00:00','XG19574243',0,'InvPayType','1','','002','002','2026/02/06 12:03:27'
'2026/02/06 00:00:00','XG19574243',0,'InvAmt','500','','002','002','2026/02/06 12:03:27'
'2026/02/06 00:00:00','XG19574243',0,'BottomLine1','現金500','','002','002','2026/02/06 12:03:27'
'2026/02/06 00:00:00','XG19574243',0,'BottomLine2','收:500, 找零:0','','002','002','2026/02/06 12:03:27'
'2026/02/06 00:00:00','XG19574243',0,'Random','4246','','002','002','2026/02/06 12:03:27'
'2026/02/06 00:00:00','XG19574243',1,'','員工包2月餐:1:500: :500','','002','002','2026/02/06 12:03:27'
'2026/02/06 00:00:00','XG19574243',0,'InvPreTaxAmt','500','','002','002','2026/02/06 12:03:27'
'2026/02/06 00:00:00','XG19574243',0,'NTAmt','0','','002','002','2026/02/06 12:03:27'
