OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/03/17 00:00:00','ZJ79088103',0,'PayType','','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088103',0,'InvPayType','1','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088103',0,'InvAmt','300','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088103',0,'BottomLine1','現金300','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088103',0,'BottomLine2','收:300, 找零:0','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088103',0,'Random','4683','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088103',1,'','葡萄核桃餐包:3:100: :300','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088103',0,'InvPreTaxAmt','300','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088103',0,'NTAmt','0','','002','002','2026/03/16 15:22:30'
'2026/03/17 00:00:00','ZJ79088104',0,'BNO','47927500','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',0,'PayType','','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',0,'InvPayType','1','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',0,'InvAmt','900','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',0,'BottomLine1','現金900','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',0,'BottomLine2','收:1,000, 找零:100','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',0,'Random','1412','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',1,'','精緻自助餐(大人)(九折):4:214.2857: :900','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',0,'InvPreTaxAmt','857','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088104',0,'NTAmt','0','','002','002','2026/03/17 11:32:01'
'2026/03/17 00:00:00','ZJ79088105',0,'CarrierCode','/LEJ6CZB','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',0,'CarrierType','0','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',0,'PayType','1','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',0,'InvPayType','3','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',0,'InvAmt','500','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',0,'BottomLine1','信用卡500','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',0,'Random','1771','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',1,'','精緻自助餐(大人):2:250: :500','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',0,'InvPreTaxAmt','500','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088105',0,'NTAmt','0','','002','002','2026/03/17 11:56:28'
'2026/03/17 00:00:00','ZJ79088106',0,'PayType','','','002','002','2026/03/17 12:04:26'
