OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/02/26 00:00:00','XG19575357',0,'BNO','36746101','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',0,'PayType','','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',0,'InvPayType','1','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',0,'InvAmt','8212','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',0,'BottomLine1','現金8212','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',0,'BottomLine2','收:8,212, 找零:0','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',0,'Random','7548','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',1,'','150元麵包(九折):12:128.5714: :1620','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',2,'','200元麵包(九折):4:171.4286: :720','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',3,'','貝果(九折):4:68.5714: :288','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',4,'','香蕉巧克力(6吋)(九折):4:514.2857: :2160','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',5,'','香蕉巧克力(9吋)(九折):2:685.7143: :1440','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',6,'','瑪芬　　(1個)(九折):4:34.2857: :144','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',7,'','黑芝麻醬(90%):5:171.4286: :900','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',8,'','小奶油吐司:1:85.7143: :90','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',9,'','小烏龍吐司:1:85.7143: :90','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',10,'','核桃乳酪餐包:2:152.381: :320','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',11,'','葡萄核桃餐包:2:95.2381: :200','','002','002','2026/02/26 09:11:28'
'2026/02/26 00:00:00','XG19575357',12,'','裸麥蔓越莓:3:76.1905: :240','','002','002','2026/02/26 09:11:29'
'2026/02/26 00:00:00','XG19575357',0,'InvPreTaxAmt','7821','','002','002','2026/02/26 09:11:29'
'2026/02/26 00:00:00','XG19575357',0,'NTAmt','0','','002','002','2026/02/26 09:11:29'
'2026/02/26 00:00:00','XG19575358',0,'BNO','36746101','','002','002','2026/02/26 09:13:30'
'2026/02/26 00:00:00','XG19575358',0,'PayType','','','002','002','2026/02/26 09:13:30'
'2026/02/26 00:00:00','XG19575358',0,'InvPayType','1','','002','002','2026/02/26 09:13:30'
'2026/02/26 00:00:00','XG19575358',0,'InvAmt','45000','','002','002','2026/02/26 09:13:30'
'2026/02/26 00:00:00','XG19575358',0,'BottomLine1','現金45000','','002','002','2026/02/26 09:13:30'
