OPDate,InvNo,ListNo,LineType,LineText,Remark,POSID,StoreID,FileDate
'2026/03/06 00:00:00','ZJ79088000',0,'PayType','','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088000',0,'InvPayType','1','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088000',0,'InvAmt','1000','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088000',0,'BottomLine1','現金1000','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088000',0,'BottomLine2','收:1,000, 找零:0','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088000',0,'Random','3234','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088000',1,'','員工包月餐:1:1000: :1000','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088000',0,'InvPreTaxAmt','1000','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088000',0,'NTAmt','0','','002','002','2026/03/06 11:26:54'
'2026/03/06 00:00:00','ZJ79088001',0,'CarrierCode','/L89XEH7','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',0,'CarrierType','0','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',0,'PayType','1','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',0,'InvPayType','3','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',0,'InvAmt','80','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',0,'BottomLine1','信用卡80','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',0,'Random','9456','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',1,'','豆漿(員工價):2:40: :80','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',0,'InvPreTaxAmt','80','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088001',0,'NTAmt','0','','002','002','2026/03/06 11:42:34'
'2026/03/06 00:00:00','ZJ79088002',0,'PayType','','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',0,'InvPayType','1','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',0,'InvAmt','4580','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',0,'BottomLine1','現金4580','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',0,'BottomLine2','收:5,000, 找零:420','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',0,'Random','4695','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',1,'','豆漿(員工價):2:40: :80','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',2,'','場租-單:1:4500: :4500','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',0,'InvPreTaxAmt','4580','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088002',0,'NTAmt','0','','002','002','2026/03/06 11:45:32'
'2026/03/06 00:00:00','ZJ79088003',0,'PayType','','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',0,'InvPayType','1','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',0,'InvAmt','24','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',0,'BottomLine1','現金24','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',0,'BottomLine2','收:24, 找零:0','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',0,'Random','2286','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',1,'','巧核餅乾(員工價):4:96: :384','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',2,'','牛蒡根燉耳(員工價):2:70: :140','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',3,'','應稅折扣:1:-500::-500','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',0,'InvPreTaxAmt','24','','002','002','2026/03/06 11:48:19'
'2026/03/06 00:00:00','ZJ79088003',0,'NTAmt','0','','002','002','2026/03/06 11:48:19'
